Sort	Order	Family	Subfamily	Genus	Species	Type Species?	Exemplar Accession Number	Exemplar Isolate	Genome Composition	Last Change	MSL of Last Change	Proposal	Taxon History URL
480	Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus 933W	1	AF125520	Escherichia phage 933W	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164910
481	Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus Min27	0	EU311208	Escherichia phage Min27	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164911
482	Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus PA28	0	KP682381	Escherichia phage PA28	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164912
483	Caudovirales	Podoviridae	Sepvirinae	Nona33virus	Escherichia virus Stx2 II	0	AP005154	Escherichia phage Stx2 II	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164913
484	Caudovirales	Podoviridae	Sepvirinae	Pocjvirus	Shigella virus 7502Stx	0	KF766125	Shigella phage 75/02 Stx	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164914
485	Caudovirales	Podoviridae	Sepvirinae	Pocjvirus	Shigella virus POCJ13	1	KJ603229	Shigella phage POCJ13	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164915
486	Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Escherichia virus 191	0	KF971864	Escherichia phage phi191	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164916
487	Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Escherichia virus PA2	0	KP682371	Escherichia phage PA2	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164917
488	Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Escherichia virus TL2011	1	JQ011318	Escherichia phage TL-2011c	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164918
489	Caudovirales	Podoviridae	Sepvirinae	Tl2011virus	Shigella virus VASD	0	KR781488	Shigella phage Ss-VASD	dsDNA	New,	31	2016.045a-oB.A.v1.Sepvirinae	ICTVonline=20164919
490	Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus Bcep22	1	AY349011		dsDNA	Moved,	31	2016.076aB.A.v2.1genus13sp_ren	ICTVonline=20160307
491	Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus Bcepil02	0	FJ937737		dsDNA	Moved,	31	2016.076aB.A.v2.1genus13sp_ren	ICTVonline=20160308
492	Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus Bcepmigl	0	JX104231		dsDNA	Moved,	31	2016.076aB.A.v2.1genus13sp_ren	ICTVonline=20160309
493	Caudovirales	Podoviridae		Bcep22virus	Burkholderia virus DC1	0	JN662425		dsDNA	Moved,	31	2016.076aB.A.v2.1genus13sp_ren	ICTVonline=20160310
494	Caudovirales	Podoviridae		Bpp1virus	Bordetella virus BPP1	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160312
495	Caudovirales	Podoviridae		Bpp1virus	Burkholderia virus BcepC6B	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160313
496	Caudovirales	Podoviridae		Cba41virus	Cellulophaga virus Cba41	1	KC821632	Cellulophaga phage phi4:1	dsDNA	New,	30	2015.001a-dB.A.v2.Cba41virus	ICTVonline=20160315
497	Caudovirales	Podoviridae		Cba41virus	Cellulophaga virus Cba172	0	KC821609	Cellulophaga phage phi17:2	dsDNA	New,	30	2015.001a-dB.A.v2.Cba41virus	ICTVonline=20160316
498	Caudovirales	Podoviridae		Ea92virus	Erwinia virus Ea9-2	1	KF806588	Erwinia phage Ea9-2	dsDNA	New,	31	2016.078a-dB.A.v1.Ea92virus	ICTVonline=20164920
499	Caudovirales	Podoviridae		Ea92virus	Erwinia virus Frozen	0	KX098389	Erwinia phage vB_EamP_Frozen	dsDNA	New,	31	2016.078a-dB.A.v1.Ea92virus	ICTVonline=20164921
500	Caudovirales	Podoviridae		Epsilon15virus	Escherichia virus phiV10	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160318
501	Caudovirales	Podoviridae		Epsilon15virus	Salmonella virus Epsilon15	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160319
502	Caudovirales	Podoviridae		Epsilon15virus	Salmonella virus SPN1S	0	JN391180	Salmonella phage SPN1S	dsDNA	New,	31	2016.068aB.A.v2.Epsilon15virus_sp	ICTVonline=20164922
503	Caudovirales	Podoviridae		F116virus	Pseudomonas virus F116	1	AY625898		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160321
504	Caudovirales	Podoviridae		F116virus	Pseudomonas virus H66	0	KC262634		dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160322
505	Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC5	0	KF192075	Escherichia phage vB_EcoP_PhAPEC5	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160324
506	Caudovirales	Podoviridae		G7cvirus	Escherichia virus APEC7	0	KF562340	Escherichia phage vB_EcoP_PhAPEC7	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160325
507	Caudovirales	Podoviridae		G7cvirus	Escherichia virus Bp4	0	KJ135004.2	Escherichia phage Bp4	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160326
508	Caudovirales	Podoviridae		G7cvirus	Escherichia virus EC1UPM	0	KC206276.2	Escherichia phage EC1-UPM	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160327
509	Caudovirales	Podoviridae		G7cvirus	Escherichia virus ECBP1	0	JX415535	Escherichia phage ECBP1	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160328
510	Caudovirales	Podoviridae		G7cvirus	Escherichia virus G7C	1	HQ259105	Escherichia phage vB_EcoP_G7C	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160329
511	Caudovirales	Podoviridae		G7cvirus	Escherichia virus IME11	0	JX880034	Escherichia phage IME11	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160330
512	Caudovirales	Podoviridae		G7cvirus	Shigella virus Sb1	0	KF620435	Shigella phage pSb-1	dsDNA	New,	30	2015.050a-dB.A.v2.G7cvirus	ICTVonline=20160331
513	Caudovirales	Podoviridae		Kf1virus	Edwardsiella virus KF1	1	AB757800	Edwardsiella phage KF-1	dsDNA	New,	31	2016.021a-dB.A.v2.Kf1virus	ICTVonline=20164923
514	Caudovirales	Podoviridae		Kpp25virus	Pseudomonas virus KPP25	1	AB910393	Pseudomonas phage KPP25 	dsDNA	New,	31	2016.057a-dB.A.v1.Kpp25virus	ICTVonline=20164924
515	Caudovirales	Podoviridae		Kpp25virus	Pseudomonas virus R18	0	LC102729	Pseudomonas phage PhiR18	dsDNA	New,	31	2016.057a-dB.A.v1.Kpp25virus	ICTVonline=20164925
516	Caudovirales	Podoviridae		Lit1virus	Pseudomonas virus Ab09	0	HG962375	Pseudomonas phage vB_PaeP_C2-10_Ab09	dsDNA	New,	30	2015.008a-dB.A.v3.Lit1virus	ICTVonline=20160333
517	Caudovirales	Podoviridae		Lit1virus	Pseudomonas virus LIT1	1	FN422399	Pseudomonas phage LIT1	dsDNA	New,	30	2015.008a-dB.A.v3.Lit1virus	ICTVonline=20160334
518	Caudovirales	Podoviridae		Lit1virus	Pseudomonas virus PA26	0	JX194238	Pseudomonas phage PA26	dsDNA	New,	30	2015.008a-dB.A.v3.Lit1virus	ICTVonline=20160335
519	Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus Ab22	0	LN610578	Pseudomonas phage vB_PaeP_C2-10_Ab22	dsDNA	New,	30	2015.009aB.A.v3.Luz24virus_5sp	ICTVonline=20160337
520	Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus CHU	0	KP233880	Pseudomonas phage PhiCHU	dsDNA	New,	30	2015.009aB.A.v3.Luz24virus_5sp	ICTVonline=20160338
521	Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus LUZ24	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160339
522	Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus PAA2	0	KF856712	Pseudomonas phage phiIBB-PAA2	dsDNA	New,	30	2015.009aB.A.v3.Luz24virus_5sp	ICTVonline=20160340
523	Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus PaP3	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160341
524	Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus PaP4	0	KC294142	Pseudomonas phage PaP4	dsDNA	New,	30	2015.009aB.A.v3.Luz24virus_5sp	ICTVonline=20160342
525	Caudovirales	Podoviridae		Luz24virus	Pseudomonas virus TL	0	HG518155	Pseudomonas phage TL	dsDNA	New,	30	2015.009aB.A.v3.Luz24virus_5sp	ICTVonline=20160343
526	Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus KPP21	0	LC064302	Pseudomonas phage KPP21	dsDNA	New,	31	2016.024a-dB.A.v2.Luz7virus	ICTVonline=20164926
527	Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus LUZ7	1	FN422398	Pseudomonas phage LUZ7	dsDNA	New,	31	2016.024a-dB.A.v2.Luz7virus	ICTVonline=20164927
528	Caudovirales	Podoviridae		N4virus	Escherichia virus N4	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160345
529	Caudovirales	Podoviridae		Nonanavirus	Salmonella virus 9NA	1	KJ802832	Salmonella phage 9NA	dsDNA	New,	30	2015.010a-dB.A.v2.Nonanavirus	ICTVonline=20160347
530	Caudovirales	Podoviridae		Nonanavirus	Salmonella virus SP069	0	KC139649	Salmonella phage SP069	dsDNA	New,	30	2015.010a-dB.A.v2.Nonanavirus	ICTVonline=20160348
531	Caudovirales	Podoviridae		P22virus	Salmonella virus HK620	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160350
532	Caudovirales	Podoviridae		P22virus	Salmonella virus P22	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160351
533	Caudovirales	Podoviridae		P22virus	Salmonella virus ST64T	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160352
534	Caudovirales	Podoviridae		P22virus	Shigella virus Sf6	0			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160353
535	Caudovirales	Podoviridae		Pagevirus	Bacillus virus Page	1	KF669655	Bacillus phage Page	dsDNA	New,	30	2015.039a-dB.A.v2.Pagevirus	ICTVonline=20160355
536	Caudovirales	Podoviridae		Pagevirus	Bacillus virus Palmer	0	KP411017	Bacillus phage Palmer	dsDNA	New,	30	2015.039a-dB.A.v2.Pagevirus	ICTVonline=20160356
537	Caudovirales	Podoviridae		Pagevirus	Bacillus virus Pascal	0	KM236247	Bacillus phage Pascal	dsDNA	New,	30	2015.039a-dB.A.v2.Pagevirus	ICTVonline=20160357
538	Caudovirales	Podoviridae		Pagevirus	Bacillus virus Pony	0	KF669660	Bacillus phage Pony	dsDNA	New,	30	2015.039a-dB.A.v2.Pagevirus	ICTVonline=20160358
539	Caudovirales	Podoviridae		Pagevirus	Bacillus virus Pookie	0	KM236248	Bacillus phage Pookie	dsDNA	New,	30	2015.039a-dB.A.v2.Pagevirus	ICTVonline=20160359
540	Caudovirales	Podoviridae		Phieco32virus	Escherichia virus 172-1	0	KP308307	Escherichia phage 172-1	dsDNA	New,	31	2016.069a-wB.A.v5.Caudovirales_38sp	ICTVonline=20164928
541	Caudovirales	Podoviridae		Phieco32virus	Escherichia virus ECB2	0	JX415536	Escherichia phage ECBP2	dsDNA	New,	30	2015.014aB.A.v3.Phieco32virus_4sp	ICTVonline=20160361
542	Caudovirales	Podoviridae		Phieco32virus	Escherichia virus NJ01	0	JX867715	Escherichia phage NJ01	dsDNA	New,	30	2015.014aB.A.v3.Phieco32virus_4sp	ICTVonline=20160362
543	Caudovirales	Podoviridae		Phieco32virus	Escherichia virus phiEco32	1			dsDNA	Renamed,Moved,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160363
544	Caudovirales	Podoviridae		Phieco32virus	Escherichia virus Septima11	0	KF981730	Escherichia phage KBNP1711	dsDNA	New,	30	2015.014aB.A.v3.Phieco32virus_4sp	ICTVonline=20160364
545	Caudovirales	Podoviridae		Phieco32virus	Escherichia virus SU10	0	KM044272	Escherichia phage vB_EcoP_SU10	dsDNA	New,	30	2015.014aB.A.v3.Phieco32virus_4sp	ICTVonline=20160365
546	Caudovirales	Podoviridae		Prtbvirus	Brucella virus Pr	1	JN939332	Brucella phage Pr	dsDNA	New,	31	2016.039a-dB.A.v2.Prtbvirus	ICTVonline=20164929
547	Caudovirales	Podoviridae		Prtbvirus	Brucella virus Tb	0	JN939331	Brucella phage Tb	dsDNA	New,	31	2016.039a-dB.A.v2.Prtbvirus	ICTVonline=20164930
548	Caudovirales	Podoviridae		Una961virus	Helicobacter virus 1961P	1	JQ617284	Helicobacter phage 1961P	dsDNA	New,	31	2016.081a-dB.A.v1.Una961virus	ICTVonline=20164931
549	Caudovirales	Podoviridae		Una961virus	Helicobacter virus KHP30	0	AB647160	Helicobacter phage KHP30	dsDNA	New,	31	2016.081a-dB.A.v1.Una961virus	ICTVonline=20164932
550	Caudovirales	Podoviridae		Una961virus	Helicobacter virus KHP40	0	AB731695	Helicobacter phage KHP40	dsDNA	New,	31	2016.081a-dB.A.v1.Una961virus	ICTVonline=20164933
551	Caudovirales	Podoviridae		Unassigned	Hamiltonella virus APSE1	0			dsDNA	Renamed,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160367
552	Caudovirales	Podoviridae		Unassigned	Lactococcus virus KSY1	0			dsDNA	Renamed,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160368
553	Caudovirales	Podoviridae		Unassigned	Phormidium virus WMP3	0			dsDNA	Renamed,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160369
554	Caudovirales	Podoviridae		Unassigned	Phormidium virus WMP4	0			dsDNA	Renamed,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160370
555	Caudovirales	Podoviridae		Unassigned	Pseudomonas virus 119X	0			dsDNA	Renamed,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160371
556	Caudovirales	Podoviridae		Unassigned	Roseobacter virus SIO1	0			dsDNA	Renamed,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160372
557	Caudovirales	Podoviridae		Unassigned	Vibrio virus VpV262	0			dsDNA	Renamed,	30	2015.025aB.A.v4.phagesp_ren	ICTVonline=20160373
558	Caudovirales	Podoviridae		Vp5virus	Vibrio virus VC8	0	JF712866	Vibrio phage phiVC8	dsDNA	New,	30	2015.031a-dB.A.v1.Vp5virus	ICTVonline=20160375
559	Caudovirales	Podoviridae		Vp5virus	Vibrio virus VP2	0	AY505112	Vibriophage VP2	dsDNA	New,	30	2015.031a-dB.A.v1.Vp5virus	ICTVonline=20160376
560	Caudovirales	Podoviridae		Vp5virus	Vibrio virus VP5	1	AY510084	Vibriophage VP5	dsDNA	New,	30	2015.031a-dB.A.v1.Vp5virus	ICTVonline=20160377
561	Caudovirales	Siphoviridae	Arquatrovirinae	Camvirus	Streptomyces virus Amela	0	KT186228	Streptomyces phage Amela	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164934
562	Caudovirales	Siphoviridae	Arquatrovirinae	Camvirus	Streptomyces virus phiCAM	1	JX889246	Streptomyces phage phiCAM	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164935
563	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Aaronocolus	0	KT124227	Streptomyces phage Aaronocolus	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164936
564	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Caliburn	0	KT152029	Streptomyces phage Caliburn	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164937
565	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Danzina	0	KC124228	Streptomyces phage Danzina	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164938
566	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Hydra	0	KT124229	Streptomyces phage Hydra	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164939
567	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Izzy	0	KT184390	Streptomyces phage Izzy	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164940
568	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Lannister	0	KT184391	Streptomyces phage Lannister	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164941
569	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Lika	1	KC700556	Streptomyces phage Lika	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164942
570	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Sujidade	0	KC700557	Streptomyces phage Sujidade	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164943
571	Caudovirales	Siphoviridae	Arquatrovirinae	Likavirus	Streptomyces virus Zemlya	0	KC700558	Streptomyces phage Zemlya	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164944
572	Caudovirales	Siphoviridae	Arquatrovirinae	R4virus	Streptomyces virus ELB20	0	JX262376	Streptomyces phage phiELB20	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164945
573	Caudovirales	Siphoviridae	Arquatrovirinae	R4virus	Streptomyces virus R4	1	JX182370	Streptomyces phage R4	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164946
574	Caudovirales	Siphoviridae	Arquatrovirinae	Unassigned	Streptomyces virus phiHau3	0	JX182369	Streptomyces phage phiHau3	dsDNA	New,	31	2016.077a-pB.A.v4.Arquatrovirinae	ICTVonline=20164947
575	Caudovirales	Siphoviridae	Bclasvirinae	Acadianvirus	Mycobacterium virus Acadian	1	JN699007		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160646
576	Caudovirales	Siphoviridae	Bclasvirinae	Acadianvirus	Mycobacterium virus Baee	0	KR080199	Mycobacterium phage Baee	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164948
577	Caudovirales	Siphoviridae	Bclasvirinae	Acadianvirus	Mycobacterium virus Reprobate	0	KF024727	Mycobacterium phage Reprobate	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164949
578	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Adawi	0	KF279411	Mycobacterium phage Adawi	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164950
579	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Bane1	0	KF279412	Mycobacterium phage Bane1	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164951
580	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus BrownCNA	0	KT270441	Mycobacterium phage BrownCNA	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164952
581	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Chrisnmich	0	JF704094		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160648
582	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Cooper	1	DQ398044		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160649
583	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus JAMaL	0	KF493881	Mycobacterium phage JAMaL	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164953
584	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Nigel	0	EU770221		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160651
585	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Stinger	0	JN699011		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160656
586	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Vincenzo	0	KR080194	Mycobacterium phage Vincenzo	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164954
587	Caudovirales	Siphoviridae	Bclasvirinae	Coopervirus	Mycobacterium virus Zemanar	0	JF704104		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160657
588	Caudovirales	Siphoviridae	Bclasvirinae	Pg1virus	Mycobacterium virus Apizium	0	KR781349	Mycobacterium phage Apizium	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164955
589	Caudovirales	Siphoviridae	Bclasvirinae	Pg1virus	Mycobacterium virus Manad	0	KJ595576	Mycobacterium phage Manad	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164956
590	Caudovirales	Siphoviridae	Bclasvirinae	Pg1virus	Mycobacterium virus Oline	0	JN192463		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160652
591	Caudovirales	Siphoviridae	Bclasvirinae	Pg1virus	Mycobacterium virus Osmaximus	0	JN006064	Mycobacterium phage OSmaximus	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164957
592	Caudovirales	Siphoviridae	Bclasvirinae	Pg1virus	Mycobacterium virus Pg1	1	AF547430		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160653
593	Caudovirales	Siphoviridae	Bclasvirinae	Pg1virus	Mycobacterium virus Soto	0	KJ174157	Mycobacterium phage Soto	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164958
594	Caudovirales	Siphoviridae	Bclasvirinae	Pg1virus	Mycobacterium virus Suffolk	0	KF713485	Mycobacterium phage Suffolk	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164959
595	Caudovirales	Siphoviridae	Bclasvirinae	Pipefishvirus	Mycobacterium virus Athena	0	JN699003		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160647
596	Caudovirales	Siphoviridae	Bclasvirinae	Pipefishvirus	Mycobacterium virus Bernardo	0	KF493879	Mycobacterium phage Bernardo	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164960
597	Caudovirales	Siphoviridae	Bclasvirinae	Pipefishvirus	Mycobacterium virus Gadjet	0	JN698992		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160650
598	Caudovirales	Siphoviridae	Bclasvirinae	Pipefishvirus	Mycobacterium virus Pipefish	1	DQ398049		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160654
599	Caudovirales	Siphoviridae	Bclasvirinae	Rosebushvirus	Mycobacterium virus Godines	0	KR997932	Mycobacterium phage Godines	dsDNA	New,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20164961
600	Caudovirales	Siphoviridae	Bclasvirinae	Rosebushvirus	Mycobacterium virus Rosebush	1	AY129334		dsDNA	Moved,	31	2016.005a-yB.A.v2.Bclasvirinae	ICTVonline=20160655
601	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus AG11	0	JX297445	Salmonella phage vB_SenS_AG11	dsDNA	New,	30	2015.044a-nB.A.v1.Guernseyvirinae	ICTVonline=20160383
602	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus Ent1	0	HE775250 		dsDNA	Renamed,Moved,	30	2015.006aB.A.v2.Phage_Genera_ren	ICTVonline=20160384
603	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus f18SE	0	KR270151	Salmonella phage f18SE	dsDNA	New,	31	2016.069a-wB.A.v5.Caudovirales_38sp	ICTVonline=20164762
604	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus Jersey	1	KF148055		dsDNA	Renamed,Moved,	30	2015.006aB.A.v2.Phage_Genera_ren	ICTVonline=20160385
605	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus L13	0	KC832325	Salmonella phage L13	dsDNA	Renamed,	31	2016.076aB.A.v2.1genus13sp_ren	ICTVonline=20160381
606	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus LSPA1	0	KM272358	Salmonella phage LSPA1	dsDNA	Renamed,	31	2016.076aB.A.v2.1genus13sp_ren	ICTVonline=20160382
607	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus SE2	0	JQ007353 		dsDNA	Renamed,Moved,	30	2015.006aB.A.v2.Phage_Genera_ren	ICTVonline=20160386
608	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus SETP3	0	EF177456 		dsDNA	Renamed,Moved,	30	2015.006aB.A.v2.Phage_Genera_ren	ICTVonline=20160387
609	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus SETP7	0	KF562865	Salmonella phage SETP7	dsDNA	New,	30	2015.044a-nB.A.v1.Guernseyvirinae	ICTVonline=20160388
610	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus SETP13	0	KF562864	Salmonella phage SETP13	dsDNA	New,	30	2015.044a-nB.A.v1.Guernseyvirinae	ICTVonline=20160389
611	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus SP101	0	KC139511	Salmonella phage FSL SP-101	dsDNA	New,	30	2015.044a-nB.A.v1.Guernseyvirinae	ICTVonline=20160390
612	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus SS3e	0	AY730274		dsDNA	Renamed,Moved,	30	2015.006aB.A.v2.Phage_Genera_ren	ICTVonline=20160391
613	Caudovirales	Siphoviridae	Guernseyvirinae	Jerseyvirus	Salmonella virus wksl3	0	JX202565 		dsDNA	Renamed,Moved,	30	2015.006aB.A.v2.Phage_Genera_ren	ICTVonline=20160392
614	Caudovirales	Siphoviridae	Guernseyvirinae	K1gvirus	Escherichia virus K1G	1	GU196277	Escherichia phage K1G	dsDNA	New,	30	2015.044a-nB.A.v1.Guernseyvirinae	ICTVonline=20160394
